Nome/Razão Social;Data de Publicação do Ato;Nome do Município;UF
CHINA UNICOM DO BRASIL TELECOMUNICACOES LTDA;18/12/2017;São Paulo;SP
CHMOD COMERCIO E MANUTENÇÃO DE SISTEMAS LTDA - ME;29/09/2015;São Bernardo do Campo;SP
CHRISTIANO A LIMA SPEEDNET INFORMATICA E INTERNET;31/05/2017;Frutal;MG
CI CENTRO DE INFORMACOES LTDA ME;06/07/2009;Aracaju;SE
CIABRASNET CENTRAL BRASILEIRA DE INTERNET LTDA.;15/10/2009;Porto União;SC
CIANET DF SILVA MARTINS EIRELI - ME;28/04/2015;Brasília;DF
CIAO TELECOM S/A;01/04/2008;Vitória;ES
CICERO JUNIOR ALVES DOS SANTOS;24/08/2015;Antonina do Norte;CE
CÍCERO LUIZ DE SOUZA - ME;03/02/2016;Uruaçu;GO
CICERO MOREIRA;06/09/2016;Fortaleza;CE
CICLO TECNOLOGIA DA INFORMACAO LTDA -  ME;14/10/2016;Mossoró;RN
CIDADEI SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME;24/03/2016;Confresa;MT
CIDAMA TELECOMUNICACOES LTDA. - EPP;02/04/2012;Diamantina;MG
CIDIA MOREIRA SOEIRO - ME;22/01/2016;Marco;CE
CIDICLEI BRUNELI NICOMEDES - ME;27/09/2017;Pedro Canário;ES
CILNET COMUNICACAO E INFORMATICA LTDA. EPP;27/05/2003;Cerquilho;SP
CINTE TELECOM COMERCIO E SERVICOS LTDA - EPP;09/08/2007;Natal;RN
CINTHIA CRISTINA DA SILVA - ME;10/10/2016;Suzano;SP
CINTIA AUXILIADORA DE ALCANTARA BARBOSA - ME;25/07/2013;Sapucaí-Mirim;MG
CIRLANDIA FIRMINO BEZERRA - ME;06/07/2017;Santana do Cariri;CE
CIT INFORMATICA LTDA ME;04/02/2010;Mirim Doce;SC
CITI VALE - CENTRO INTEGRADO DE TECNOLOGIA DA INFORMAÇÃO LTDA;14/07/2011;Rio do Oeste;SC
CITTÀ TELECOM LTDA - ME;15/09/2011;Limeira;SP
CITY 10 TELECOM LTDA - ME;01/06/2010;Barbacena;MG
CITY TURBO TELECOM LTDA ME;28/02/2014;Telêmaco Borba;PR
CITYDATA TELECOMUNICACOES LTDA.;28/04/2010;Santa Maria;RS
CITYNET COM. DE PROD. DE INFORMATICA LTDA - EPP  ;29/11/2010;Castanhal;PA
CJ PAULI INFORMATICA EIRELI;07/04/2014;São Mateus do Sul;PR
CKNET TELECOM LTDA - ME;24/07/2015;Bragança Paulista;SP
CLAIR RODRIGUES INTERNET ME;31/10/2012;Novo Hamburgo;RS
CLAITON CABREIRA - ME;02/06/2017;Guaíba;RS
CLAITON CAVALHEIRO DE NORONHA E CIA LTDA;14/08/2008;Timon;MA
CLARA LUZ INTERNET EIRELI;06/12/2010;Belo Horizonte;MG
CLARICE LOQUETI MAIA & CIA LTDA - ME;04/07/2016;Nova Mutum;MT
CLARO E VITOR LTDA ME;22/02/2013;Araras;SP
CLARO S.A.;23/09/2004;São Paulo;SP
CLARO S.A.;11/12/2003;São Paulo;SP
CLARO S.A.;11/12/2003;São Paulo;SP
CLARO S.A.;11/12/2003;São Paulo;SP
CLARO S.A.;11/12/2003;São Paulo;SP
CLARO S.A.;15/12/2006;São Paulo;SP
CLAUDENIR DOS SANTOS - ME;28/07/2016;Carnaíba;PE
CLAUDIA FERNANDES DE ALMEIDA VIEIRA ME;08/07/2015;Lontras;SC
CLAUDINEI FIGUEIRA & CIA LTDA - ME;27/02/2009;Votuporanga;SP
CLAUDIO BACHI - ME;16/10/2017;Colniza;MT
CLAUDIO JOSE DA TRINDADE JUNIOR - ME;01/10/2013;Guarantã;SP
CLAUDIO SALES DE SOUZA;02/09/2015;Mauá;SP
CLEAN NET TELECOM LTDA. - EPP;07/08/2009;Campo Bom;RS
CLEANY PEREIRA DOS SANTOS;19/05/2017;Ipiranga do Piauí;PI
CLEBER ATAIDE PASTI & CIA LTDA - ME;20/08/2013;Jesuítas;PR
CLEBER GARCIA & CIA LTDA - ME;05/06/2015;Nova Mutum;MT
CLEBER LUCIANO DOS ANJOS;14/07/2011;General Carneiro;PR
CLECIA S. L. P. COSTA COMUNICACAO MULTIMIDIA - ME;21/06/2017;Caruaru;PE
CLEIA MARA TIEPI - PROVEDOR DE INTERNET - ME;11/02/2015;Mangueirinha;PR
CLEITON CORREIA DE SOUZA - ME;10/10/2016;Campo Grande;MS
CLEITON E CLEBER LTDA;07/05/2012;Ouvidor;GO
CLEOMAR ALVES PEREIRA - ME;10/02/2017;Cachoeira Dourada;GO
CLESAT COMUNICAÇÕES E MANUTENCAO EM ELETROELETRÔNICOS LTDA - ME;04/02/2015;Vitória;ES
CLESIVALDO COSTA DE MORAIS;18/08/2016;Marechal Deodoro;AL
CLEUNICE ZIANI CALEGARE - ME;16/02/2017;Dona Francisca;RS
CLEUSLEIA DA SILVA E SILVA XAVIER - ME;24/07/2015;Amambai;MS
CLEUZA B. DOS REIS - ME;22/12/2016;Camaragibe;PE
CLEVERSON MARIN - ME;30/11/2015;Criciúma;SC
CLEVERTON DE OLIVEIRA ME ;20/06/2011;Aracaju;SE
CLEYCIANE DOS SANTOS PAULINO - ME;07/12/2016;Fortaleza;CE
CLEYTON COSTA ESTRELA ME;01/04/2016;Varjão de Minas;MG
CLEYTON DE SALES COSTA - ME;14/10/2010;Colinas do Tocantins;TO
CLEYTON MOISES LUIZ CORDEIRO - ME;27/05/2014;Cananéia;SP
CLH SERVIÇOS DE COMUNICAÇÃO E MULTIMIDIA DE INTERNET LTDA - ME ;11/10/2011;Rio de Janeiro;RJ
CLIC REDE INTERNET LTDA - ME;16/07/2014;Santo Amaro da Imperatriz;SC
CLICFACIL COMPUTADORES, SERVIÇOS E TELECOMUNICAÇÕES LTDA;09/07/2010;Itaituba;PA
CLICK  INTERNET LTDA -ME ;08/09/2014;Foz do Iguaçu;PR
CLICK & NAVEGUE TELECOMUNICAÇÕES LTDA;19/02/2016;Diadema;SP
CLICK COMUNICAÇÕES LTDA.;22/07/2010;Alvinópolis;MG
CLICK ENTER LTDA ME;14/07/2011;Capitão Poço;PA
CLICK INTERNET LTDA - ME;27/05/2014;Exu;PE
CLICK NET BRASIL ENGENHARIA E TELECOMUNICAÇÃO LTDA;28/07/2010;Brasília;DF
CLICK NET LINK INFORMATICA E TELECOMUNICAÇÕES LTDA - ME;31/08/2016;Paulista;PE
CLICK NET TELECOMUNICACOES LTDA - ME;08/06/2017;Xanxerê;SC
CLICK PRODUTOS E SERVICOS LTDA - ME;04/04/2014;Cacoal;RO
CLICK SBS LTDA ME;22/02/2013;São Bento do Sul;SC
CLICK SPEED SERVIÇOS DE TELECOMUNICAÇÕES LTDA - EPP;01/04/2016;Belém;PA
Click Tecnologia e Telecomunicação Ltda - EPP;31/10/2007;Araxá;MG
CLICK TELECOMUNICAÇÃO LTDA - ME;25/04/2014;São Vicente de Minas;MG
CLICK.COM TELECOMUNICACOES LTDA ME ;01/11/2010;Condado;PE
CLICKCEDRO PROVEDOR DE INTERNET E COMUNICACAO MULTIMIDIA LTDA  - ME;26/07/2016;Cedro;CE
CLICKCONNECT SOLUCOES EM INTERNET E TECNOLOGIA LTDA ;06/09/2011;Taquara;RS
CLICKNET TELECOM PROVEDOR DE INTERNET LTDA - ME;30/11/2015;Bom Jardim;PE
CLICKNET TELECOMUNICACOES PROVEDOR DE INTERNET LTDA -ME;26/03/2013;Hortolândia;SP
CLIENT SERVIÇOS E TELECOMUNICACOES LTDA - EPP;22/02/2012;Ribeirão Preto;SP
C-LIGUE TELECOMUNICAÇÕES LTDA-ME;19/03/2015;São Carlos;SP
CLINIC INFORMATICA LTDA;14/10/2008;Goiânia;GO
CLIPPERNET PROVEDOR DE INTERNET LTDA - ME;23/08/2016;Marau;RS
CLONIX TELECOM EIRELI - ME;10/10/2007;Criciúma;SC
CLOUD COMUNICACOES LTDA - ME;11/06/2014;Itapema;SC
CLOUD SERVICOS DE COMUNICACAO LTDA - ME;19/06/2017;São Paulo;SP
CLOVIS DA SILVA ALBUQUERQUE INTERNET - ME;17/03/2017;Arapiraca;AL
CLUBENET SERVIÇOS DE INTERNET E TRANSPORTE LTDA;02/04/2012;Vitória da Conquista;BA
CLUSTERS TELECOM INFORMATICA LTDA - ME;20/08/2010;Sertanópolis;PR
CLUUB INTERNET E SERVICOS LTDA - ME;31/03/2017;Campos dos Goytacazes;RJ
CM - INFORMATICA LTDA;13/04/2007;Valinhos;SP
CM NET TELECOMUNICACOES EIRELI  - ME;24/11/2016;Cândido Mota;SP
CM TELECOMUNICACOES LTDA - ME;22/07/2016;Campo Maior;PI
CMA - CONSULTORIA, METODOS, ASSESSORIA E MERCANTIL S.A.;06/11/2007;São Paulo;SP
CMA MULTIMIDIA TELECOMUNICAÇÕES LTDA ME;24/03/2016;Santo Antônio do Descoberto;GO
CMC NOGUEIRA INFORMATICA LTDA;04/02/2009;Fortaleza dos Nogueiras;MA
CMC TELECOM EIRELI - ME;21/03/2017;Salto;SP
CMDNET - INTERNET & INFORMÁTICA LTDA - ME;18/11/2013;Conceição do Mato Dentro;MG
CMTECH COMERCIO & SERVICOS DE INFORMATICA LTDA-EPP;17/11/2010;Recife;PE
CNET PROVEDOR DE INTERNET LTDA ME;16/01/2008;Lauro Muller;SC
CNT NET TELECOMUNICAÇÕES LTDA - ME;23/05/2016;Central de Minas;MG
COAGRISOL NET SERVIÇOS MULTIMÍDIA LTDA;15/10/2004;Soledade;RS
CODERP CIA DE DESENVOLVIMENTO ECONOMICO DE RIB PRETO;23/05/2012;Ribeirão Preto;SP
COELHO E FERNANDES LTDA-ME;17/11/2010;Balsas;MA
COELHO E NETO LTDA;17/08/2016;Rondonópolis;MT
COELHO TECNOLOGIA EIRELI - ME;07/11/2014;Canaã dos Carajás;PA
COLADINI & COLADINI LTDA;07/11/2011;Ministro Andreazza;RO
COLARES PROVEDOR E SERVIÇOS DE INTERNET LTDA;07/05/2015;Malhada dos Bois;SE
COLINA SERVICOS TELECOMUNICACOES E COMERCIO LTDA.;03/05/2011;Brasília;DF
COM4 INFORMÁTICA LTDA;30/11/2006;Franca;SP
COMARCA PIUMHI LTDA;16/04/2010;Piumhi;MG
COMERCIAL ALONSO DE VARGINHA LTDA - ME;31/10/2016;Carmo de Minas;MG
COMERCIAL CABO TV SÃO PAULO S.A.;16/10/2002;São Paulo;SP
COMERCIAL CONECTE SEM FIO LTDA - ME;30/05/2011;Jarinu;SP
COMERCIO DE COMPONENTES E ACESSORIOS DE INFORMATICA PORCIUNCULA & IZAGUIRRY LTDA;27/05/2009;Rosário do Sul;RS
COMÉRCIO DE PRODUTOS ELETRÔNICOS VIDEOSAT LTDA - ME;31/07/2014;Seringueiras;RO
COMÉRCIO E SERVIÇOS DICA STP LTDA - ME;06/02/2015;São João do Pacuí;MG
COMETA TELECOMUNICACOES E SERVICOS LTDA;10/04/2012;Santarém;PA
COMFIBRA - PROVEDOR DE TELECOMUNICACOES LTDA - ME ;12/02/2014;Quedas do Iguaçu;PR
COMLÓGICA COMÉRCIO DE IMPLANTAÇÃO TECNOLÓGICA & TELECOMUNICAÇÕES LTDA ;29/08/2006;São Gonçalo;RJ
COMMCORP COMUNICACOES LTDA;23/04/2010;Porto Alegre;RS
COMMPLETA INFORMATICA E TELECOMUNICACOES LTDA - ME ;28/04/2010;Cariacica;ES
COMMTAT INFORMATICA LTDA - EPP;10/02/2017;Santo Anastácio;SP
COMNET INFORMATICA LTDA ME;20/08/2010;Cruz Alta;RS
COMNT TELECOM LTDA - ME ;25/08/2011;Januária;MG
COMPANHIA DE PROCESSAMENTO DE DADOS DO MUNICIPIO DE PORTO ALEGRE;09/10/2002;Porto Alegre;RS
COMPANHIA DE TELECOMUNICACOES E SOLUCOES - CELGTELECOM;10/07/2009;Goiânia;GO
COMPANHIA ITABIRANA DE TELECOMUNICACOES LTDA;11/08/2005;Itabira;MG
COMPANHIA NACIONAL PARA INCLUSÃO DIGITAL LTDA ME;27/04/2012;Cícero Dantas;BA
COMPLETA TELECOMUNICACOES LTDA;06/02/2017;São Paulo;SP
COMPLEXX TECNOLOGIA LTDA;30/11/2006;Cuiabá;MT
COMPUER TELECOMUNICACOES LTDA ;18/08/2009;Batatais;SP
COMPUGRAF TELECOM LTDA;25/10/2002;São Paulo;SP
COMPUNET COMERCIO DE COMPUTADORES LTDA - ME;31/12/2014;Rio Verde;GO
COMPUSERVICE EMPREENDIMENTOS LTDA;14/06/2002;Macapá;AP
COMPUSERVICE.NET INTERNET PROVIDER LTDA - ME;16/04/2010;Batatais;SP
COMPUTADORES E SISTEMAS LTDA;15/12/2006;Salvador;BA
COMPUTECH BJ INFORMÁTICA LTDA;29/09/2016;Bom Jesus;PI
COMPUTEX INFORMATICA LTDA - ME;12/08/2015;São João dos Patos;MA
COMUNICACAO DE MULTIMIDIA VIAOM LTDA ME ;06/10/2009;Serra Talhada;PE
COMUNICACAO MULTIMIDIA DO BRASIL SOCIEDADE LIMITADA;21/03/2007;Fortaleza;CE
CONCEITOS NET SERVIÇOS DE COMUNICAÇÃO E MULTIMÍDIA EIRELI - ME;30/04/2013;Baraúna;RN
CONCHALNET TELECOMUNICAÇÕES LTDA - ME;05/11/2009;Conchal;SP
CONCOURSE TELECOMUNICACOES BRASIL LTDA.;17/04/2014;São Paulo;SP
CONDAX TECNOLOGIA LTDA;07/08/2009;Belo Horizonte;MG
CONECT INFORMATICA LTDA - EPP;27/03/2008;Caçador;SC
CONECT NET SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA - ME;10/08/2015;Luís Antônio;SP
CONECT PROVEDOR DE ACESSO A INTERNET LTDA - ME;18/03/2015;Tanguá;RJ
CONECT PROVEDOR DE INTERNET LTDA - ME;25/07/2016;Santarém;PA
CONECT TELECOM LTDA - ME;16/12/2014;Ribeirão do Sul;SP
CONECT TELECOM SOLUÇÕES EM TECNOLOGIA LTDA -ME;07/11/2014;Abadia dos Dourados;MG
CONECT TELECOMUNICAÇOES COMUNICAÇOES E MULTIMIDIA LTDA;01/10/2013;Araxá;MG
CONECT TURBO PROVEDOR DE INTERNET LTDA;28/12/2010;Concórdia;SC
CONECTA ACRE LTDA;23/02/2015;Rio Branco;AC
CONECTA AMAZONIA TELECOM LTDA;01/12/2009;Juruti;PA
CONECTA INTERNET COMERCIO E SERVIÇOS LTDA - ME;30/10/2013;Araranguá;SC
CONECTA ITABIRA INFORMÁTICA LTDA -ME;02/07/2014;Ouro Preto;MG
CONECTA MAIS LTDA - ME;03/11/2016;Laranjal Paulista;SP
CONECTA MINAS LTDA - ME;01/12/2016;Formiga;MG
CONECTA MINAS TELECOM LTDA - EPP;21/09/2011;Mariana;MG
CONECTA NET INFORMATICA LTDA - ME;24/09/2010;Nova Lima;MG
CONECTA NET TELECOMUNICAÇÕES LTDA  ME;25/01/2012;Três Pontas;MG
CONECTA NETWORKS LTDA - ME;18/12/2006;Balsas;MA
CONECTA PROVEDOR DE INTERNET LTDA - ME;10/02/2014;Quixeramobim;CE
CONECTA S J DEL REI LTDA EPP;01/12/2009;São João del Rei;MG
CONECTA SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME;04/07/2016;Coronel Pacheco;MG
CONECTA SOLUCOES LTDA-ME;04/06/2012;Astolfo Dutra;MG
CONECTA TELECOM LTDA - ME;03/08/2016;Conceição do Coité;BA
CONECTA TELECOM LTDA - ME ;25/01/2011;São João do Paraíso;MG
CONECTA TELECOM LTDA - ME;22/08/2013;Quedas do Iguaçu;PR
CONECTA TELECOM LTDA-ME;24/09/2013;Itaperuna;RJ
CONECTA WISP LTDA - ME;22/07/2016;Santa Terezinha de Goiás;GO
CONECTABR SISTEMAS DE COMUNICAÇÕES LTDA;07/07/2008;Cascavel;PR
CONECTAR TELECOM BANDA LARGA LTDA - ME;06/04/2017;Aracaju;SE
CONECTAR TELECOMUNICAÇÕES DO BRASIL LTDA - ME;25/08/2011;Teresina;PI
CONECTAW TELECOM LTDA - ME;07/12/2015;Bandeirantes;PR
CONECTE TELECOMUNICAÇÕES LTDA;31/01/2011;Poço Fundo;MG
CONECTE TELECOMUNICAÇÕES LTDA - ME;09/02/2015;São Luís;MA
CONECTEC NET LTDA - ME;07/03/2016;São Luís;MA
CONECTEL TELECOMUNICACOES E INFORMATICA LTDA ME;10/08/2010;Blumenau;SC
CONECTIUS DO BRASIL LTDA ME;17/08/2015;Praia Grande;SP
CONECTIVA CELULAR E INFORMATICA LTDA;20/02/2009;Santa Helena de Goiás;GO
CONECTIVA INFORMATICA E INTERNET LTDA - ME;25/02/2014;Três Lagoas;MS
CONECTIVA INFORMÁTICA E TELECOMUNICAÇÕES LTDA;30/08/2010;Matozinhos;MG
CONECTIVA TELECOM TECNOLOGIA LTDA - ME;05/06/2015;Alto Horizonte;GO
CONECTIVA TELECOMUNICACOES E INFORMATICA MORAIS LTDA -ME;24/08/2015;Barueri;SP
CONECTJA TELECOMUNICAÇÕES LTDA - ME;21/12/2010;Cariacica;ES
CONECTJET - CONEXÕES RÁPIDAS LTDA EPP;06/10/2010;Niterói;RJ
CONECTMAIS COMUNICACOES LTDA;10/08/2010;Serra;ES
CONECTNET  TELECOMUNICAÇÕES  LTDA;25/08/2011;Nova Hartz;RS
CONECTSUL - COMERCIO E SERVICOS LTDA.;30/05/2008;Tapes;RS
CONECTTIVA TELECOM LTDA - ME;10/01/2014;Arapongas;PR
CONECTV LTDA - ME;03/03/2016;Pirapora;MG
CONECTWAVE SERVIÇOS E INTERNET LTDA;17/01/2011;São Paulo;SP
CONEX SERRA SERVICOS DE COMUNICACAO LTDA;16/09/2010;Garibaldi;RS
CONEXA TECNOLOGIA DA INFORMACAO LTDA;30/09/2013;Fortaleza;CE
CONEXÃO - SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA  LTDA - ME;18/11/2015;Mococa;SP
CONEXÃO - TELECOMUNICAÇÕES E INTERNET  LTDA - ME;17/01/2011;Mococa;SP
CONEXÃO BR MAIS SERVIÇOS DE COMUNICAÇÃO LTDA;25/01/2012;Bento Gonçalves;RS
CONEXAO COMERCIO E SERVICOS DE INFORMATICA LTDA - ME;17/08/2016;Marituba;PA
CONEXAO INFORMATICA SILVA LTDA ;01/06/2010;Mambaí;GO
Conexão Inove Telecomunicações Ltda - Me;26/01/2015;Brasília;DF
CONEXAO NETWORKS PROVEDOR DE INTERNET EIRELI - EPP;10/07/2008;Bariri;SP
CONEXÃO RIO TELECOMUNICAÇÕES LTDA;14/08/2015;Rio de Janeiro;RJ
CONEXAO SERRA SERVICOS DE INTERNET LTDA ME;26/01/2010;São Joaquim;SC
CONEXAO SERVIÇOS DE HOSPEDAGEM NA WEB LTDA - EPP;24/03/2015;Orleans;SC
CONEXÃO TECNOLOGIA EM TELECOMUNICAÇÕES   LTDA;25/01/2012;Osasco;SP
CONEXAO TELEMATICA LTDA;11/10/2011;Itumbiara;GO
CONEXÃO TURBO NET INFORMATICA LTDA ME - ME;03/12/2015;Aquidauana;MS
CONEXAO WEB - SOLUCOES EM REDES E TELECOMUNICACOES LTDA - ME;08/12/2016;Indaial;SC
CONEXIS INTERNET PROVIDER LTDA - ME;09/12/2008;Garibaldi;RS
CONEXMAN INSTALACOES E MANUTENCOES EM REDE LTDA - ME;26/09/2016;São Sebastião do Passé;BA
CONEXTERA TELECOMUNICACOES E SOLUCOES TECNOLOGICAS LTDA. - EPP;22/03/2010;São Paulo;SP
CONNECT - PROVEDOR DE INTERNET LTDA - ME;01/07/2015;Almenara;MG
CONNECT BANDA LARGA LTDA - ME;17/02/2016;Guanambi;BA
CONNECT COMÉRCIO DE SUPRIMENTOS DE INFORMÁTICA LTDA - ME;11/01/2017;Caxias;MA
CONNECT COMERCIO E SERVICOS DE INTERNET LTDA;03/12/2007;Rio Tinto;PB
CONNECT FAST SOLUÇÕES EM CONECTIVIDADE LTDA - ME;29/07/2016;Pouso Alegre;MG
CONNECT MAX TELECOM LTDA - ME  ;22/10/2010;Guarulhos;SP
CONNECT MINAS LTDA. - ME;10/10/2016;Andradas;MG
CONNECT MS TELECOMUNICAÇÕES LTDA;22/07/2010;Campo Grande;MS
CONNECT SERVIÇO DE ACESSO INTERNET LTDA;05/08/2004;Montes Claros;MG
CONNECT SERVIÇOS DE COMUNICAÇÕES EIRELI;07/12/2015;Fortaleza;CE
CONNECT SERVICOS DE INTERNET LTDA - ME;13/03/2017;Russas;CE
CONNECT SUPORTE LTDA - ME;24/03/2016;Canhotinho;PE
CONNECT TELECOM PROVEDORES DE ACESSO AS REDES DE COMUNICAÇÕES LTDA - ME;24/07/2015;Aquiraz;CE
CONNECT TELECOMUNICACOES E SERVIÇOS DE INFORMATICA LTDA. - ME;06/08/2015;São João dos Patos;MA
CONNECT TELECOMUNICAÇÕES LTDA - ME;17/02/2016;Luziânia;GO
CONNECT VIRADOURO PROVEDOR DE INTERNET LTDA.;12/04/2011;Viradouro;SP
CONNECT WIRELESS LTDA  ;29/06/2011;Limeira;SP
CONNECTA COM. E SERVIÇOS LTDA - EPP;15/04/2015;Dom Eliseu;PA
CONNECTA COMERCIO DE INFORMATICA E TELECOM LTDA - EPP;25/03/2013;Belém;PA
CONNECTA TELECOM INTERNET LTDA - EPP;11/02/2008;Dracena;SP
CONNECTANET TELECOMUNICAÇÕES E MULTIMÍDIA LTDA - ME;22/02/2012;São Paulo;SP
CONNECTI SERVIÇOS DE COMUNICAÇÃO LTDA - ME;22/04/2015;Maceió;AL
CONNECTION MULTIMIDIA TELECOMUNICACOES LTDA;01/03/2010;Santo Antônio do Descoberto;GO
CONNECTLINE AUTOMACAO LTDA - EPP;03/08/2016;São José;SC
CONNECTNET - COMÉRCIO E SERVIÇOS LTDA - ME;29/12/2014;Jaboatão dos Guararapes;PE
CONNECTRONIC SERVICOS LTDA EPP;22/12/2014;Vitória;ES
CONNECTY INTERNET LTDA - ME;31/01/2017;Vera Cruz;RS
CONNEW INFOMÁTICA E TELECOMUNICAÇÕES LTDA - ME;16/03/2016;Valparaíso de Goiás;GO
CONQUEST TELECOMUNICAÇÕES LTDA-EPP;11/03/2010;Itaguara;MG
CONSTEL TECNOLOGIA LTDA;29/03/2007;Cascavel;PR
CONSULT INFORMATICA LTDA;23/05/2007;Caçapava do Sul;RS
CONSULT TELECOM PROVEDOR LTDA. ME;11/10/2011;Londrina;PR
CONSULTORIA EM TI E ENSINO OFFICE LTDA - ME;17/06/2016;Itajaí;SC
CONSULTREVI INFORMATICA LTDA - EPP;11/12/2017;Itupeva;SP
CONSUTECH PROVEDOR DE INTERNET LTDA;19/01/2016;Carlópolis;PR
CONTARIN & VACCARIN LTDA - ME;17/09/2014;Palmitos;SC
CONTATO INTERNET LTDA EPP;26/05/2006;Araranguá;SC
CONTRATE TELECOMUNICAÇÕES LTDA;13/04/2017;Salvador;BA
Cooerlink comoutadores e redes LTDA - ME;11/05/2016;Sombrio;SC
COONEXAO TELECOM E INFORMATICA EIRELI - ME;12/08/2015;Itupiranga;PA
COOPERATIVA REGIONAL DE DESENVOLVIMENTO TEUTONIA - CERTEL ;25/08/2003;Teutônia;RS
COPEL TELECOMUNICACOES SA;23/05/2012;Curitiba;PR
COPNET COMERCIO E SERVICOS DE TELECOMUNICACOES LTDA - ME;07/10/2016;Olinda;PE
COPREL TELECOM LTDA;12/04/2011;Ibirubá;RS
COPYNET SERVIÇOS DE PROVEDORES LTDA;30/11/2009;Graça;CE
CORADI TELECOMUNICACAO LTDA - ME;18/08/2016;Vila Velha;ES
CORDEIRO & COSTA LTDA - ME;12/09/2014;Palmeiras do Tocantins;TO
CORDIA COMUNICACOES S/A;25/06/2008;Florianópolis;SC
CORE TELECOM & IT LTDA;26/05/2008;Aparecida de Goiânia;GO
CORPORATIVA TELECOMUNICAÇÕES - EIRELI - ME;27/12/2013;Pouso Alegre;MG
CORREA & VASSAO SERVICOS E CONSULTORIAS EM INFORMATICA E TELECOMUNICACAO LTDA;20/08/2010;Juquiá;SP
CORREA SAT TELECOMUNICAÇÕES LTDA - ME;13/09/2013;Cachoeiras de Macacu;RJ
CORREIA & CAVALCANTE SISTEMAS DE SEGURANÇA LTDA.;12/02/2014;Anadia;AL
CORTEZ ON LINE PROVEDOR DE INTERNET EIRELI - EPP;25/10/2006;São José de Mipibu;RN
COSMONLINE INFORMATICA LTDA;21/01/2011;Cosmópolis;SP
COSTA DO SOL EMPREENDIMENTOS E COMUNICACAO LTDA;22/06/2005;Cabo Frio;RJ
COSTA E CASTRO INFORMÁTICA LTDA - ME;02/12/2013;Iturama;MG
COSTA E TIBÚRCIO LTDA - ME;22/04/2015;Cataguases;MG
COSTA ESMERALDA NET LTDA ME;24/09/2010;Itapema;SC
COSTA SILVA VIP NET INFORMATICA LTDA;13/12/2011;Jaborandi;BA
COSTA VALENTE TELECOMUNICAÇÕES LTDA ME;20/06/2011;Itaboraí;RJ
COTEL TELECOMUNICAÇÕES LTDA - ME;07/12/2015;Canindé;CE
CPGNET SOLUÇOES EM INTERNET E REDE LTDA;19/08/2013;São Paulo;SP
CPLAND SERVIÇOS DE TELECOMUNICAÇÕES LTDA;15/09/2005;Petrópolis;RJ
CPNET COMÉRCIO E SERVIÇOS DE TELECOMUNICAÇÕES LTDA;27/03/2008;Cunha Porã;SC
CR NET TELECOMUNICAÇÕES LTDA - ME;01/04/2014;São Gonçalo;RJ
CRAPAC SERVIÇOS  DE TELECOMUNICAÇÕES  LTDA  ME;03/01/2012;Niterói;RJ
CRAVNET INFORMATICA LTDA. - ME;02/02/2015;Cravinhos;SP
CRBC TELECOM LTDA ME ;12/02/2014;Pinhais;PR
CREATIVE COMÉRCIO E SERVIÇOS LTDA - ME;19/01/2016;Cotia;SP
CRERAL - COMERCIO E SERVIÇOS DE TELECOMUNICAÇÕES LTDA;17/04/2014;Erechim;RS
CRIARE NET TELECOMUNICAÇÕES E CONSULTORIA LTDA EPP;11/06/2010;São Paulo;SP
CRICCA COMERCIAL LTDA - ME;04/02/2010;Bueno Brandão;MG
CRICIUMA NET LTDA ME;28/12/2010;Criciúma;SC
CRIFF NET TELECOM  LTDA  ME;25/11/2011;Imbaú;PR
CRIP TELEMATICA LTDA - ME;24/04/2017;Cristais Paulista;SP
CRISTIAN MARY HILGEMBERG BUENO - ME;14/02/2017;Teixeira Soares;PR
CRISTIANE ALVES GONZAGA MULTIMIDIA - ME;05/05/2017;Senador Pompeu;CE
CRISTIANE PEREIRA ROSA CANDIOTO - ME;26/05/2015;Rolim de Moura;RO
CRISTIANO ALMEIDA - ME;22/08/2016;Amambai;MS
CRISTIANO BARBOZA DE MELO;22/12/2016;Marechal Deodoro;AL
CRISTIANO BARBOZA DE SOUZA INFORMATICA LTDA - ME ;12/08/2014;Turvelândia;GO
CRISTIANO DA SILVA ROCHA INFORMATICA ME;11/10/2011;Tarumã;SP
CRISTIANO MARCOS BEERBAUM E CIA LTDA -ME;18/09/2014;Leopoldo de Bulhões;GO
CRISTIANO NUNES DA SILVA - ME;08/01/2013;Mineiros;GO
CRISTINA DA SILVA BARDEN ME;03/10/2016;Novo Hamburgo;RS
CRISTINA MICHELE SALES DA SILVA - ME;22/02/2016;Piripiri;PI
CROHMA SOLUCOES LTDA - ME;04/07/2017;Viçosa;MG
CRUISER INFORMÁTICA SERVIÇOS E CONSULTORIA LTDA;09/05/2006;Niterói;RJ
CRVNET COMUNICAÇÕES JUNQUEIRA & GUIMARÂES LTDA;28/04/2010;Conceição do Rio Verde;MG
CRZNET TELECOM LTDA - ME;07/04/2014;Cruzeiro do Oeste;PR
CS COMUNICAÇÃO ARARAQUARA  LTDA  ME;23/05/2012;Araraquara;SP
CS SCHROEDER INFORMATICA LTDA - ME;24/03/2017;Schroeder;SC
CSNET TELECOM LTDA ME;22/02/2012;Segredo;RS
